"BRAHMS","MASTER","gbifID","SarkID","ACCESSION","DETBY","DETDATE","LATDEC","LONGDEC","ALT","SP1","Species","roots","basisOfRecord","Ploidy","Source","countryCode","COUNTRY"
95631,12319,NA,NA,NA,"Spooner, DM","0.0.2013",-40.4,-72.06667,710,"palustre","palustre","rhizomatous",NA,NA,"Potato","CHL","Chile"
95640,12320,NA,NA,NA,"Spooner, DM","0.0.2013",-40.5833,-73.0166,75,"palustre","palustre","rhizomatous",NA,NA,"Potato","CHL","Chile"
95645,12321,NA,NA,NA,"Spooner, DM","0.0.2013",-40.7,-72.3,0,"palustre","palustre","rhizomatous",NA,NA,"Potato","CHL","Chile"
95662,12322,NA,NA,NA,"Spooner, DM","0.0.2013",-41.05,-71.8666,0,"palustre","palustre","rhizomatous",NA,NA,"Potato","CHL","Chile"
95664,12323,NA,NA,NA,"Spooner, DM","0.0.2013",-41.06,-72.01667,170,"palustre","palustre","rhizomatous",NA,NA,"Potato","CHL","Chile"
95668,12324,NA,NA,NA,"Spooner, DM","0.0.2013",-41.3833,-72.2833,0,"palustre","palustre","rhizomatous",NA,NA,"Potato","CHL","Chile"
95670,12325,NA,NA,NA,"Spooner, DM","0.0.2013",-41.5333,-73.45,0,"palustre","palustre","rhizomatous",NA,NA,"Potato","CHL","Chile"
95671,12326,NA,NA,NA,"Spooner, DM","0.0.2013",-41.7666,-73.6,0,"palustre","palustre","rhizomatous",NA,NA,"Potato","CHL","Chile"
95672,12327,NA,NA,NA,"Spooner, DM","0.0.2013",-42.3333,-73.55,10,"palustre","palustre","rhizomatous",NA,NA,"Potato","CHL","Chile"
96817,12328,NA,NA,NA,NA,"0.0.0",-40.09527,-72.10055,0,"palustre","palustre","rhizomatous",NA,NA,"Potato","CHL","Chile"
96850,12329,NA,NA,NA,"Spooner, DM","0.0.2016",-36.91636,-71.42619,0,"palustre","palustre","rhizomatous",NA,NA,"Potato","CHL","Chile"
3929,12335,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-18.483333,-69.9,1500,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","CHL","Chile"
1956,12336,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-17.16683,-70.934357,1380,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
2046,12337,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-14.717543,-74.254765,0,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
2417,12338,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-9.9982,-78.1862,0,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
2506,12339,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-16.052693,-73.920318,0,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
2520,12340,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-11.468197,-76.620637,2850,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
27650,12341,NA,NA,NA,"Knapp, S","0.9.2008",-16.787667,-70.903867,1660,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
2827,12342,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-12.335793,-76.819912,10,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
3176,12343,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-7.616667,-79,770,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
3260,12344,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-15.773202,-73.557868,1950,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
3300,12345,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-5.9251,-80.935,100,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
3312,12346,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-12.32237,-76.25696,1200,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
3315,12347,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-11.935785,-76.700508,800,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
3316,12348,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-15.864746,-74.235822,100,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
3338,12349,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2003",-14.691642,-75.051702,500,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
33381,12350,NA,NA,NA,"Knapp, S","0.9.2008",-18.122167,-70.388833,191,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
33385,12351,NA,NA,NA,"Knapp, S","0.9.2008",-14.758003,-74.53645,1200,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
3341,12352,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-11.4845,-77.305333,150,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
3403,12353,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-11.67,-76.786333,1300,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
3830,12354,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-11.75,-77,750,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
4388,12355,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-8.416667,-78.75,350,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
4419,12356,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-6.867763,-79.809438,400,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
4461,12357,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-7.708183,-79.104293,600,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
5257,12358,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-12.081324,-76.522222,0,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
5262,12359,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-13.656852,-75.746454,700,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
5263,12360,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-13.51915,-75.4852,1500,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
5271,12361,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-12.7045,-75.969,1050,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
5275,12362,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-9.007042,-78.2254,660,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
5282,12363,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-11.135812,-77.191773,1000,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
5391,12364,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-7.999904,-78.83655,800,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
5404,12365,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-8.105609,-78.956899,60,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
71583,12366,NA,NA,NA,"Knapp, S","0.0.2013",-8.58975,-78.19758,777,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
74964,12367,NA,NA,NA,"Knapp, S","0.2.2014",-11.66932,-76.90617,1000,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
74968,12368,NA,NA,NA,"Knapp, S","0.2.2014",-9.997597,-78.09005,565,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
74969,12369,NA,NA,NA,"Knapp, S","0.2.2014",-8.345948,-78.30283,3234,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
75874,12370,NA,NA,NA,"Knapp, S","0.0.2014",-10.36186,-77.25261,750,"pennellii","pennellii","nongeophyte",NA,NA,"Potato","PER","Peru"
124298,12371,NA,NA,NA,"Meza-Ortiz, J","0.0.0",6.604694,-73.35833,0,"pentaphyllum","pentaphyllum","nongeophyte",NA,NA,"Potato","COL","Colombia"
34788,12372,NA,NA,NA,"Knapp, S","0.12.2008",6.666667,-76.433333,1460,"pentaphyllum","pentaphyllum","nongeophyte",NA,NA,"Potato","COL","Colombia"
34789,12373,NA,NA,NA,"Knapp, S","0.12.2008",6.533333,-76.316667,1350,"pentaphyllum","pentaphyllum","nongeophyte",NA,NA,"Potato","COL","Colombia"
53439,12374,NA,NA,NA,"Tepe, EJ","0.12.2008",6.31,-76.19,1300,"pentaphyllum","pentaphyllum","nongeophyte",NA,NA,"Potato","COL","Colombia"
53735,12375,NA,NA,NA,"Tepe, EJ","0.12.2009",3.4742,-73.5437,855,"pentaphyllum","pentaphyllum","nongeophyte",NA,NA,"Potato","COL","Colombia"
107417,12376,NA,NA,NA,"Tepe, EJ","0.0.2011",10.3,-84.58,500,"pentaphyllum","pentaphyllum","nongeophyte",NA,NA,"Potato","CRI","Costa Rica"
34785,12377,NA,NA,NA,"Knapp, S","0.12.2008",10.383333,-84.716667,1000,"pentaphyllum","pentaphyllum","nongeophyte",NA,NA,"Potato","CRI","Costa Rica"
39608,12378,NA,NA,NA,"Knapp, S","18.10.2009",10.326898,-68.168765,1219,"pentaphyllum","pentaphyllum","nongeophyte",NA,NA,"Potato","VEN","Venezuela"
53408,12379,NA,NA,NA,"Tepe, EJ","0.12.2008",9.703684,-69.586569,1630,"pentaphyllum","pentaphyllum","nongeophyte",NA,NA,"Potato","VEN","Venezuela"
53445,12380,NA,NA,NA,"Tepe, EJ","20.6.2009",10.404314,-67.288986,1676,"pentaphyllum","pentaphyllum","nongeophyte",NA,NA,"Potato","VEN","Venezuela"
53446,12381,NA,NA,NA,"Tepe, EJ","20.6.2009",9.11,-70.09,1600,"pentaphyllum","pentaphyllum","nongeophyte",NA,NA,"Potato","VEN","Venezuela"
53451,12382,NA,NA,NA,"Tepe, EJ","0.12.2008",8.5,-70.35,1500,"pentaphyllum","pentaphyllum","nongeophyte",NA,NA,"Potato","VEN","Venezuela"
53452,12383,NA,NA,NA,"Tepe, EJ","0.12.2008",8.51,-71.35,1300,"pentaphyllum","pentaphyllum","nongeophyte",NA,NA,"Potato","VEN","Venezuela"
53453,12384,NA,NA,NA,"Tepe, EJ","0.12.2008",10.279575,-67.788854,480,"pentaphyllum","pentaphyllum","nongeophyte",NA,NA,"Potato","VEN","Venezuela"
53457,12385,NA,NA,NA,"Tepe, EJ","0.12.2008",10.444203,-67.963872,0,"pentaphyllum","pentaphyllum","nongeophyte",NA,NA,"Potato","VEN","Venezuela"
53459,12386,NA,NA,NA,"Tepe, EJ","0.12.2008",10.152482,-68.564885,1300,"pentaphyllum","pentaphyllum","nongeophyte",NA,NA,"Potato","VEN","Venezuela"
53460,12387,NA,NA,NA,"Tepe, EJ","0.12.2008",10.12,-68.35,1200,"pentaphyllum","pentaphyllum","nongeophyte",NA,NA,"Potato","VEN","Venezuela"
53465,12388,NA,NA,NA,"Tepe, EJ","0.12.2008",10.357982,-67.597848,1600,"pentaphyllum","pentaphyllum","nongeophyte",NA,NA,"Potato","VEN","Venezuela"
53466,12389,NA,NA,NA,"Tepe, EJ","20.6.2009",10.472864,-67.160025,0,"pentaphyllum","pentaphyllum","nongeophyte",NA,NA,"Potato","VEN","Venezuela"
53469,12390,NA,NA,NA,"Tepe, EJ","0.12.2008",10.35,-67.7,0,"pentaphyllum","pentaphyllum","nongeophyte",NA,NA,"Potato","VEN","Venezuela"
53470,12391,NA,NA,NA,"Tepe, EJ","20.6.2009",10.12239,-68.24001,1250,"pentaphyllum","pentaphyllum","nongeophyte",NA,NA,"Potato","VEN","Venezuela"
53529,12392,NA,NA,NA,"Tepe, EJ","20.6.2009",9.52,-69.18,1300,"pentaphyllum","pentaphyllum","nongeophyte",NA,NA,"Potato","VEN","Venezuela"
1632,12397,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-18.395594,-69.593937,3350,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","CHL","Chile"
1724,12398,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-18.4,-70.3,20,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","CHL","Chile"
1769,12399,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-18.526044,-70.147892,0,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","CHL","Chile"
2658,12400,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-18.759507,-69.57578,0,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","CHL","Chile"
3805,12401,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-18.816667,-70.133333,500,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","CHL","Chile"
1634,12402,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-16.393063,-71.535557,350,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
1693,12403,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-16.218167,-73.673333,90,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
1694,12404,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-16.225667,-73.5745,60,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
1695,12405,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-15.808833,-74.352667,240,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
1707,12406,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-11.863436,-77.007087,100,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
2047,12407,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-12.174017,-76.90764,250,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
2154,12408,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-11.350478,-77.376558,300,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
2156,12409,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-17.009975,-72.016667,500,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
2259,12410,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-10.673758,-77.818357,30,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
2263,12411,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-7.384091,-79.550695,30,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
2269,12412,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-7.717595,-79.325839,60,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
2278,12413,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-16,-72.25,0,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
2418,12414,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-9.655662,-77.059697,0,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
2434,12415,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-11.500535,-77.205382,500,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
2438,12416,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-16.356063,-73.02045,480,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
3162,12417,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-10.423709,-77.923396,330,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
3261,12418,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-16.269293,-73.470198,0,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
3317,12419,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-17.091427,-71.671043,700,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
33290,12420,NA,NA,NA,"Knapp, S","0.9.2008",-15.675482,-74.501437,100,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
3380,12421,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-15.870513,-74.241963,350,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
3433,12422,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-6.509399,-79.12221,2000,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
3511,12423,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-12.067242,-77.14087,0,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
3568,12424,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-11.333333,-77.5,400,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
3580,12425,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-10.155065,-77.443647,2500,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
4670,12427,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-15.81998,-73.392428,1800,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
4778,12428,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-17.987955,-70.87665,400,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
4800,12429,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-5.016775,-80.009783,1425,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
4895,12430,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-11.90279,-76.786243,0,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
5040,12431,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-16.617343,-72.692108,800,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
5145,12432,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-11.85,-76.4,0,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
5229,12433,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-10.792652,-77.708293,0,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
5485,12434,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-12.385702,-76.772525,152,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
5884,12435,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-10.283543,-78.046076,100,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
6119,12436,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-12.73876,-76.584645,300,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
6233,12437,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-9.847379,-78.180058,330,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
6330,12438,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-11.45159,-76.618595,0,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
6352,12439,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-15.907062,-74.121168,250,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
69808,12440,NA,NA,NA,"Farruggia, F","24.10.2010",-7.658833,-79.053,500,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
71762,12441,NA,NA,NA,"Knapp, S","0.0.2013",-14.83333,-74.95,1500,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
75878,12442,NA,NA,NA,"Knapp, S","0.9.2014",-10.36186,-77.25261,750,"peruvianum","peruvianum","nongeophyte",NA,NA,"Potato","PER","Peru"
53633,12456,NA,NA,NA,"Tepe, EJ","20.6.2009",8.4504,-82.1504,1300,"phaseoloides","phaseoloides","nongeophyte",NA,NA,"Potato","PAN","Panama"
107540,12455,NA,NA,NA,"Tepe, EJ","0.0.2009",8.8,-82.4,1707,"phaseoloides","phaseoloides","nongeophyte",NA,NA,"Potato","PAN","Panama"
16163,12446,NA,NA,NA,"Bohs, L","0.6.2002",9.358333,-83.225,1810,"phaseoloides","phaseoloides","nongeophyte",NA,NA,"Potato","CRI","Costa Rica"
47087,12447,NA,NA,NA,"Bohs, L","0.12.2005",9.452,-83.47,1250,"phaseoloides","phaseoloides","nongeophyte",NA,NA,"Potato","CRI","Costa Rica"
53684,12449,NA,NA,NA,"Tepe, EJ","20.6.2009",10.03,-84.01,1660,"phaseoloides","phaseoloides","nongeophyte",NA,NA,"Potato","CRI","Costa Rica"
96023,12452,NA,NA,NA,"Knapp, S","0.0.2014",10.06,-83.59,1200,"phaseoloides","phaseoloides","nongeophyte",NA,NA,"Potato","CRI","Costa Rica"
53694,12451,NA,NA,NA,"Tepe, EJ","20.6.2009",10.12,-84.19,1700,"phaseoloides","phaseoloides","nongeophyte",NA,NA,"Potato","CRI","Costa Rica"
53556,12448,NA,NA,NA,"Tepe, EJ","20.6.2009",10.18,-84.48,1500,"phaseoloides","phaseoloides","nongeophyte",NA,NA,"Potato","CRI","Costa Rica"
107094,12445,NA,NA,NA,"Tepe, EJ","0.0.2009",10.30583,-84.80861,0,"phaseoloides","phaseoloides","nongeophyte",NA,NA,"Potato","CRI","Costa Rica"
53685,12450,NA,NA,NA,"Tepe, EJ","20.6.2009",10.46,-83.46,1400,"phaseoloides","phaseoloides","nongeophyte",NA,NA,"Potato","CRI","Costa Rica"
53562,12453,NA,NA,NA,"Tepe, EJ","0.0.2009",14.455,-91.789444,518,"phaseoloides","phaseoloides","nongeophyte",NA,NA,"Potato","GTM","Guatemala"
53637,12454,NA,NA,NA,"Tepe, EJ","20.6.2009",15.05,-86.44,1415,"phaseoloides","phaseoloides","nongeophyte",NA,NA,"Potato","HND","Honduras"
53636,12444,NA,NA,NA,"Tepe, EJ","20.6.2009",16.530275,-89.084994,500,"phaseoloides","phaseoloides","nongeophyte",NA,NA,"Potato","BLZ","Belize"
1500,12466,NA,NA,NA,"Without Collector","0.0.0",-0.252622,-79.170405,0,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
1673,12467,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-3.441017,-79.824075,30,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
1692,12468,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-2.167922,-79.769205,0,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
16921,12469,NA,NA,NA,"Knapp, S","0.0.2006",-0.405882,-80.112573,10,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
2000,12470,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-0.958748,-80.70281,0,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
2002,12471,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-0.616066,-80.433045,0,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
2244,12472,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-2.20142,-80.034323,0,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
2245,12473,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-3.45222,-79.961667,0,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
2248,12474,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-3.192912,-79.480387,0,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
2276,12475,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-2.112167,-77.201667,100,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
2328,12476,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-1.079175,-80.51341,80,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
2670,12477,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-2.923293,-79.686857,0,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
2700,12478,NA,NA,NA,NA,"0.0.0",-0.694,-90.3245,187,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
2961,12479,NA,NA,NA,NA,"0.0.0",-0.825132,-91.153185,230,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
2968,12480,NA,NA,NA,"Knapp, S","0.0.0",-0.859883,-90.957097,140,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
3001,12481,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-0.906167,-89.606333,40,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
3022,12482,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-0.673,-90.438667,200,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
3188,12483,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-3.271327,-79.571666,200,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
3231,12484,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-2.18514,-79.433046,0,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
3534,12485,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-0.67525,-79.449491,200,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
3903,12486,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-2.121435,-79.53551,0,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
3938,12487,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-0.24333,-79.89167,0,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
3943,12488,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-2.25,-80.916667,10,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
3948,12489,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-2.383333,-80.683333,3,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
3952,12490,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",-2.35,-80.5,70,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
4557,12491,NA,NA,NA,NA,"0.0.0",0.522516,-78.280298,550,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
5001,12492,NA,NA,NA,"Knapp, S; Peralta, IE","0.0.2002",0.325,-79.768333,550,"pimpinellifolium","pimpinellifolium","nongeophyte",NA,NA,"Potato","ECU","Ecuador"
